,usrec,unrate,cpiaucsl,indpro,m2sl,wtisplc,icsa,houst,gs10,tb3ms,baa,ppiaco,usalolitoaastsam,sp500,precio_oro
1991-07-31,0.0,6.8,136.2,61.7305,3356.1,21.42,423000.0,1063.0,8.27,5.58,9.89,116.1,99.0534587285181,387.80999755859375,367.69
1991-08-31,0.0,6.9,136.6,61.7298,3355.0,21.688,425000.0,1049.0,7.9,5.33,9.65,116.2,99.1941260130877,395.4299926757813,356.31
1991-09-30,0.0,6.9,137.0,62.2195,3354.9,21.857,437000.0,1015.0,7.65,5.22,9.51,116.1,99.2239061588958,387.8599853515625,348.74
1991-10-31,0.0,7.0,137.2,62.1855,3360.1,23.228,423000.0,1079.0,7.53,4.99,9.49,116.4,99.1753644628242,392.4500122070313,358.69
1991-11-30,0.0,7.0,137.8,62.0871,3365.5,22.465,444000.0,1103.0,7.42,4.56,9.45,116.4,99.102703400446,375.2200012207031,360.17
1991-12-31,0.0,7.3,138.2,61.7852,3372.2,19.517,441000.0,1079.0,7.09,4.07,9.26,115.9,99.069472552396,417.0899963378906,361.73
1992-01-31,0.0,7.3,138.3,61.4616,3381.2,18.82,441000.0,1176.0,7.03,3.8,9.13,115.6,99.1201730107768,408.7799987792969,354.45
1992-02-29,0.0,7.4,138.6,61.8955,3400.0,18.995,444000.0,1250.0,7.34,3.84,9.23,116.0,99.2462084062516,412.7000122070313,353.91
1992-03-31,0.0,7.4,139.1,62.4232,3403.9,18.916,420000.0,1297.0,7.54,4.04,9.25,116.1,99.4157414538085,403.6900024414063,344.34
1992-04-30,0.0,7.4,139.4,62.897,3399.7,20.243,424000.0,1099.0,7.48,3.75,9.21,116.3,99.5693470362524,414.9500122070313,338.62
1992-05-31,0.0,7.6,139.7,63.104,3398.6,20.94,411000.0,1214.0,7.39,3.63,9.13,117.2,99.666600673893,415.3500061035156,337.24
1992-06-30,0.0,7.8,140.1,63.1363,3393.4,22.375,420000.0,1145.0,7.26,3.66,9.05,118.0,99.6956589560014,408.1400146484375,340.81
1992-07-31,0.0,7.7,140.5,63.7176,3393.9,21.759,564000.0,1139.0,6.84,3.21,8.84,117.9,99.6846116465333,424.2099914550781,352.72
1992-08-31,0.0,7.6,140.8,63.3613,3398.8,21.35,408000.0,1226.0,6.59,3.13,8.65,117.7,99.6741668470496,414.0299987792969,343.06
1992-09-30,0.0,7.6,141.1,63.5703,3410.3,21.902,409000.0,1186.0,6.42,2.91,8.62,118.0,99.7072446029762,417.7999877929688,345.43
1992-10-31,0.0,7.3,141.7,63.9995,3423.8,21.688,365000.0,1244.0,6.59,2.86,8.84,118.1,99.8077802011667,418.6799926757813,344.38
1992-11-30,0.0,7.4,142.1,64.2422,3426.5,20.342,341000.0,1214.0,6.87,3.13,8.96,117.8,99.9534348872784,431.3500061035156,335.02
1992-12-31,0.0,7.4,142.3,64.3507,3424.7,19.407,313000.0,1227.0,6.77,3.22,8.81,117.6,100.084088690731,435.7099914550781,334.82
1993-01-31,0.0,7.3,142.8,64.5978,3419.1,19.075,340000.0,1210.0,6.6,3.0,8.67,118.0,100.147693324829,438.7799987792969,329.01
1993-02-28,0.0,7.1,143.1,64.9089,3414.5,20.053,362000.0,1210.0,6.26,2.93,8.39,118.4,100.130837552723,443.3800048828125,329.31
1993-03-31,0.0,7.0,143.3,64.8522,3411.7,20.347,366000.0,1083.0,5.98,2.95,8.15,118.7,100.039853859713,451.6700134277344,330.08
1993-04-30,0.0,7.1,143.8,65.0301,3411.3,20.27,350000.0,1258.0,5.97,2.87,8.14,119.3,99.9061665450916,440.1900024414063,342.15
1993-05-31,0.0,7.1,144.2,64.784,3436.9,19.94,349000.0,1260.0,6.04,2.96,8.21,119.7,99.7507312450416,450.1900024414063,367.18
1993-06-30,0.0,7.0,144.3,64.9301,3442.4,19.07,340000.0,1280.0,5.96,3.07,8.07,119.5,99.620217621138,450.5299987792969,371.89
1993-07-31,0.0,6.9,144.5,65.1052,3442.0,17.866,356000.0,1254.0,5.81,3.04,7.93,119.2,99.5492841865125,448.1300048828125,392.19
1993-08-31,0.0,6.8,144.8,65.0267,3445.7,18.009,337000.0,1300.0,5.68,3.02,7.6,118.7,99.5635219486477,463.55999755859375,378.84
1993-09-30,0.0,6.7,145.0,65.3717,3452.2,17.514,343000.0,1343.0,5.36,2.95,7.34,118.7,99.6688414289066,458.9299926757813,355.28
1993-10-31,0.0,6.8,145.6,65.8509,3456.7,18.145,348000.0,1392.0,5.33,3.02,7.31,119.1,99.8553424802022,467.8299865722656,364.18
1993-11-30,0.0,6.6,146.0,66.1518,3470.1,16.699,337000.0,1376.0,5.72,3.1,7.66,119.0,100.09210472864,461.7900085449219,373.83
1993-12-31,0.0,6.5,146.3,66.5436,3474.5,14.51,290000.0,1533.0,5.77,3.06,7.69,118.6,100.354093040256,466.4500122070313,383.3
1994-01-31,0.0,6.6,146.3,66.7351,3474.9,15.0,406000.0,1272.0,5.75,2.98,7.65,119.1,100.599388596096,481.6099853515625,386.88
1994-02-28,0.0,6.6,146.7,66.774,3475.7,14.78,327000.0,1337.0,5.97,3.25,7.76,119.3,100.799385006468,467.1400146484375,381.91
1994-03-31,0.0,6.5,147.1,67.4552,3480.1,14.66,322000.0,1564.0,6.48,3.5,8.13,119.7,100.9483418038,445.7699890136719,384.13
1994-04-30,0.0,6.4,147.2,67.8541,3481.3,16.38,344000.0,1465.0,6.97,3.68,8.52,119.7,101.042530341683,450.9100036621094,377.27
1994-05-31,0.0,6.1,147.5,68.1663,3490.8,17.88,348000.0,1526.0,7.18,4.14,8.62,119.9,101.08453985877,456.5,381.43
1994-06-30,0.0,6.1,147.9,68.6265,3479.5,19.07,341000.0,1409.0,7.1,4.14,8.65,120.5,101.080391101938,444.2699890136719,385.64
1994-07-31,0.0,6.1,148.4,68.7178,3488.2,19.65,332000.0,1439.0,7.3,4.33,8.8,120.7,101.044535194834,458.260009765625,385.49
1994-08-31,0.0,6.0,149.0,69.1785,3485.7,18.38,341000.0,1450.0,7.24,4.48,8.74,121.2,100.991962391376,475.489990234375,380.36
1994-09-30,0.0,5.9,149.3,69.3961,3486.1,17.46,325000.0,1474.0,7.46,4.62,8.98,121.0,100.92375183182,462.7099914550781,391.58
1994-10-31,0.0,5.8,149.4,69.9544,3484.3,17.71,331000.0,1450.0,7.74,4.95,9.2,120.9,100.832325784188,472.3500061035156,389.77
1994-11-30,0.0,5.6,149.8,70.4326,3487.2,18.1,329000.0,1511.0,7.96,5.29,9.32,121.5,100.694808998357,453.6900024414063,384.39
1994-12-31,0.0,5.5,150.1,71.1523,3486.4,17.16,319000.0,1455.0,7.81,5.6,9.1,121.9,100.500203275462,459.2699890136719,379.29
1995-01-31,0.0,5.6,150.5,71.2734,3492.4,17.99,324000.0,1407.0,7.78,5.71,9.08,122.9,100.243512303256,470.4200134277344,378.55
1995-02-28,0.0,5.4,150.9,71.193,3489.9,18.53,336000.0,1316.0,7.47,5.77,8.85,123.5,99.9270023806266,487.3900146484375,376.64
1995-03-31,0.0,5.4,151.2,71.3113,3491.1,18.55,332000.0,1249.0,7.2,5.73,8.7,123.9,99.5817730956464,500.7099914550781,382.12
1995-04-30,0.0,5.8,151.8,71.1882,3499.2,19.87,365000.0,1267.0,7.06,5.65,8.6,124.6,99.2606320544366,514.7100219726562,391.03
1995-05-31,0.0,5.6,152.1,71.5378,3524.2,19.74,374000.0,1314.0,6.63,5.67,8.2,124.9,99.0069272244391,533.4000244140625,385.22
1995-06-30,0.0,5.6,152.4,71.7749,3548.9,18.42,358000.0,1281.0,6.17,5.47,7.9,125.3,98.8378623598693,544.75,387.56
1995-07-31,0.0,5.7,152.6,71.4748,3567.4,17.3,351000.0,1461.0,6.28,5.42,8.04,125.3,98.740301909832,562.0599975585938,386.23
1995-08-31,0.0,5.7,152.9,72.4223,3589.0,18.03,359000.0,1416.0,6.49,5.4,8.19,125.1,98.6797170144179,561.8800048828125,383.67
1995-09-30,0.0,5.6,153.1,72.7144,3602.1,18.23,355000.0,1369.0,6.2,5.28,7.93,125.2,98.6274951173559,584.4099731445312,383.06
1995-10-31,0.0,5.5,153.5,72.5866,3613.4,17.44,377000.0,1369.0,6.04,5.28,7.75,125.3,98.5835927076086,581.5,383.14
1995-11-30,0.0,5.6,153.7,72.7779,3619.9,17.99,379000.0,1452.0,5.93,5.36,7.68,125.4,98.5627345805133,605.3699951171875,385.31
1995-12-31,0.0,5.6,153.9,73.0305,3629.5,19.04,359000.0,1431.0,5.71,5.14,7.49,125.7,98.5797382207907,615.9299926757812,387.44
1996-01-31,0.0,5.6,154.7,72.6125,3647.9,18.88,387000.0,1467.0,5.65,5.0,7.47,126.3,98.6464470295347,636.02001953125,399.45
1996-02-29,0.0,5.5,155.0,73.6752,3661.8,19.07,365000.0,1491.0,5.81,4.83,7.63,126.2,98.7706194756652,640.4299926757812,404.76
1996-03-31,0.0,5.5,155.5,73.585,3686.9,21.36,393000.0,1424.0,6.27,4.96,8.03,126.4,98.9395838773638,645.5,396.21
1996-04-30,0.0,5.6,156.1,74.3172,3697.7,23.57,343000.0,1516.0,6.51,4.95,8.19,127.4,99.1178673204652,654.1699829101562,392.85
1996-05-31,0.0,5.6,156.4,74.8726,3709.6,21.25,343000.0,1504.0,6.74,5.02,8.3,128.1,99.284336908337,669.1199951171875,391.93
1996-06-30,0.0,5.3,156.7,75.4433,3722.5,20.45,337000.0,1467.0,6.91,5.09,8.4,128.0,99.4191204579666,670.6300048828125,385.27
1996-07-31,0.0,5.5,157.0,75.4549,3737.1,21.32,327000.0,1472.0,6.87,5.15,8.35,128.0,99.513060514893,639.9500122070312,383.47
1996-08-31,0.0,5.1,157.2,75.8411,3744.0,21.96,329000.0,1557.0,6.64,5.05,8.18,128.3,99.5873202969146,651.989990234375,387.35
1996-09-30,0.0,5.2,157.7,76.3158,3753.4,23.99,348000.0,1475.0,6.83,5.09,8.35,128.2,99.6579928761351,687.3300170898438,383.14
1996-10-31,0.0,5.2,158.2,76.3384,3772.8,24.9,352000.0,1392.0,6.53,4.99,8.07,128.0,99.7301549213075,705.27001953125,381.07
1996-11-30,0.0,5.4,158.7,77.0397,3795.1,23.71,332000.0,1489.0,6.2,5.03,7.79,128.2,99.8121472758837,757.02001953125,377.85
1996-12-31,0.0,5.4,159.1,77.5333,3818.6,25.39,357000.0,1370.0,6.3,4.91,7.89,129.1,99.9002292273914,740.739990234375,369.0
1997-01-31,0.0,5.3,159.4,77.6562,3834.6,25.17,340000.0,1355.0,6.58,5.03,8.09,129.7,100.003468310403,786.1599731445312,355.11
1997-02-28,0.0,5.2,159.7,78.5833,3846.3,22.21,322000.0,1486.0,6.42,5.01,7.94,128.5,100.130127536125,790.8200073242188,346.58
1997-03-31,0.0,5.2,159.8,79.082,3861.2,20.99,325000.0,1457.0,6.69,5.14,8.18,127.3,100.266733137381,757.1199951171875,351.81
1997-04-30,0.0,5.1,159.9,79.1747,3877.0,19.72,337000.0,1492.0,6.89,5.16,8.34,127.0,100.408610747271,801.3400268554688,344.47
1997-05-31,0.0,4.9,159.9,79.6133,3889.2,20.83,321000.0,1442.0,6.71,5.05,8.2,127.4,100.550764360187,848.280029296875,343.84
1997-06-30,0.0,5.0,160.2,79.9792,3906.0,19.17,322000.0,1494.0,6.49,4.93,8.02,127.2,100.687213401268,885.1400146484375,340.76
1997-07-31,0.0,4.9,160.4,80.6624,3923.9,19.63,306000.0,1437.0,6.22,5.05,7.75,126.9,100.806748660913,954.3099975585938,324.1
1997-08-31,0.0,4.8,160.8,81.4694,3957.4,19.93,332000.0,1390.0,6.3,5.14,7.82,127.2,100.892694839781,899.469970703125,324.01
1997-09-30,0.0,4.9,161.2,82.2156,3973.1,19.79,317000.0,1546.0,6.21,4.95,7.7,127.5,100.950091069732,947.280029296875,322.82
1997-10-31,0.0,4.7,161.5,82.9446,3992.3,21.26,306000.0,1520.0,6.03,4.97,7.57,127.8,100.980261069872,914.6199951171876,324.87
1997-11-30,0.0,4.6,161.7,83.5978,4014.8,20.17,318000.0,1510.0,5.88,5.14,7.42,127.9,100.977722336757,955.4000244140624,306.04
1997-12-31,0.0,4.7,161.8,83.9538,4032.9,18.32,303000.0,1566.0,5.81,5.16,7.32,126.8,100.941550443298,970.4299926757812,288.74
1998-01-31,0.0,4.6,162.0,84.3218,4056.2,16.71,315000.0,1525.0,5.54,5.04,7.19,125.4,100.889628692752,980.280029296875,289.1
1998-02-28,0.0,4.6,162.0,84.4583,4088.9,16.06,317000.0,1584.0,5.57,5.09,7.25,125.0,100.822247290498,1049.3399658203125,297.49
1998-03-31,0.0,4.7,162.0,84.488,4114.3,15.02,312000.0,1567.0,5.65,5.03,7.32,124.7,100.72117550369,1101.75,295.94
1998-04-30,0.0,4.3,162.2,84.7779,4140.2,15.44,311000.0,1540.0,5.64,4.95,7.33,124.9,100.583295779179,1111.75,308.29
1998-05-31,0.0,4.4,162.6,85.3367,4164.4,14.86,322000.0,1536.0,5.65,5.0,7.3,125.1,100.409884417687,1090.8199462890625,299.1
1998-06-30,0.0,4.5,162.8,84.8248,4184.1,13.66,376000.0,1641.0,5.5,4.98,7.13,124.8,100.212520702955,1133.8399658203125,292.32
1998-07-31,0.0,4.5,163.2,84.4986,4203.8,14.08,335000.0,1698.0,5.46,4.96,7.15,124.9,100.022143848176,1120.6700439453125,292.87
1998-08-31,0.0,4.5,163.4,86.248,4228.7,13.36,310000.0,1614.0,5.34,4.9,7.14,124.2,99.8629063152276,957.280029296875,284.11
1998-09-30,0.0,4.6,163.5,86.2021,4267.7,14.95,294000.0,1582.0,4.81,4.61,7.09,123.8,99.7670784521845,1017.010009765625,288.98
1998-10-31,0.0,4.5,163.9,86.7914,4307.9,14.39,308000.0,1715.0,4.53,3.96,7.18,124.0,99.7690660468752,1098.6700439453125,295.93
1998-11-30,0.0,4.4,164.1,86.7256,4346.6,12.85,310000.0,1660.0,4.83,4.41,7.34,123.6,99.8720125971605,1163.6300048828125,294.12
1998-12-31,0.0,4.4,164.4,87.1185,4375.6,11.28,336000.0,1792.0,4.65,4.39,7.23,122.8,100.039335882521,1229.22998046875,291.68
1999-01-31,0.0,4.3,164.7,87.4949,4403.0,12.47,305000.0,1748.0,4.72,4.34,7.29,122.9,100.245760471218,1279.6400146484375,287.08
1999-02-28,0.0,4.4,164.7,88.027,4425.8,12.01,301000.0,1670.0,5.0,4.44,7.39,122.3,100.455873823103,1238.3299560546875,287.33
1999-03-31,0.0,4.2,164.8,88.2267,4432.6,14.66,298000.0,1710.0,5.23,4.44,7.53,122.6,100.645041065953,1286.3699951171875,285.96
1999-04-30,0.0,4.3,165.9,88.4295,4461.4,17.34,291000.0,1553.0,5.18,4.29,7.48,123.6,100.810720670536,1335.1800537109375,282.62
1999-05-31,0.0,4.2,166.0,88.9886,4486.1,17.75,303000.0,1611.0,5.54,4.5,7.72,124.7,100.952648968987,1301.8399658203125,276.44
1999-06-30,0.0,4.3,166.0,88.9188,4508.0,17.89,291000.0,1559.0,5.9,4.57,8.02,125.2,101.060481818067,1372.7099609375,261.31
1999-07-31,0.0,4.3,166.7,89.4333,4535.4,20.07,300000.0,1669.0,5.79,4.55,7.95,125.7,101.137635328465,1328.719970703125,256.08
1999-08-31,0.0,4.2,167.1,89.7924,4552.7,21.26,290000.0,1648.0,5.94,4.72,8.15,126.9,101.193598873144,1320.4100341796875,256.69
1999-09-30,0.0,4.2,167.8,89.4299,4568.8,23.88,306000.0,1635.0,5.92,4.68,8.2,128.0,101.242569417469,1282.7099609375,264.74
1999-10-31,0.0,4.1,168.1,90.523,4592.7,22.64,285000.0,1608.0,6.11,4.86,8.38,127.7,101.292781248027,1362.9300537109375,310.72
1999-11-30,0.0,4.1,168.4,90.9618,4611.8,24.97,288000.0,1648.0,6.03,5.07,8.15,128.3,101.344732818287,1388.9100341796875,293.18
1999-12-31,0.0,4.0,168.8,91.6634,4639.3,26.08,268000.0,1708.0,6.28,5.2,8.19,127.8,101.380395770554,1469.25,283.07
2000-01-31,0.0,4.0,169.3,91.538,4667.6,27.18,285000.0,1636.0,6.66,5.32,8.33,128.3,101.373541346049,1394.4599609375,284.32
2000-02-29,0.0,4.1,170.0,91.8239,4680.9,29.35,280000.0,1737.0,6.52,5.55,8.29,129.8,101.308097058981,1366.4200439453125,299.86
2000-03-31,0.0,4.0,171.0,92.1504,4711.7,29.89,272000.0,1604.0,6.26,5.69,8.37,130.8,101.211885648183,1498.5799560546875,286.39
2000-04-30,0.0,3.8,170.9,92.6989,4767.8,25.74,291000.0,1626.0,5.99,5.66,8.4,130.7,101.093695741181,1452.4300537109375,279.69
2000-05-31,0.0,4.0,171.2,92.9499,4755.7,28.78,280000.0,1575.0,6.44,5.79,8.9,131.6,100.94795953813,1420.5999755859375,275.19
2000-06-30,0.0,4.0,172.2,92.9862,4773.6,31.83,296000.0,1559.0,6.1,5.69,8.48,133.8,100.783649768716,1454.5999755859375,285.73
2000-07-31,0.0,4.0,172.7,92.8048,4791.3,29.77,298000.0,1463.0,6.05,5.96,8.35,133.7,100.601248452084,1430.8299560546875,281.59
2000-08-31,0.0,4.1,172.7,92.5521,4819.5,31.22,312000.0,1541.0,5.83,6.09,8.26,132.9,100.386579428226,1517.6800537109375,278.29998779296875
2000-09-30,0.0,3.9,173.6,92.9792,4855.2,33.88,292000.0,1507.0,5.8,6.0,8.35,134.7,100.136611143258,1436.510009765625,273.6000061035156
2000-10-31,0.0,3.9,173.9,92.6179,4871.3,33.08,301000.0,1549.0,5.74,6.11,8.34,135.4,99.8348209833605,1429.4000244140625,270.0
2000-11-30,0.0,3.9,174.2,92.6438,4882.7,34.4,356000.0,1551.0,5.72,6.17,8.28,135.0,99.4914768340372,1314.949951171875,270.1000061035156
2000-12-31,0.0,3.9,174.6,92.3415,4927.6,28.46,353000.0,1532.0,5.24,5.77,8.02,136.2,99.1219009194945,1320.280029296875,272.0
2001-01-31,0.0,4.2,175.6,91.902,4978.3,29.58,362000.0,1600.0,5.16,5.15,7.93,140.0,98.7848799004584,1366.010009765625,265.6000061035156
2001-02-28,0.0,4.2,176.0,91.3034,5017.0,29.61,386000.0,1625.0,5.1,4.88,7.87,137.4,98.5265315901004,1239.93994140625,266.79998779296875
2001-03-31,0.0,4.3,176.1,91.1162,5074.8,27.24,388000.0,1590.0,4.89,4.42,7.84,135.9,98.3594922867725,1160.3299560546875,257.8999938964844
2001-04-30,1.0,4.4,176.4,90.7891,5139.1,27.41,406000.0,1649.0,5.14,3.87,8.07,136.4,98.2754838202085,1249.4599609375,260.48
2001-05-31,1.0,4.3,177.3,90.3555,5137.2,28.64,405000.0,1605.0,5.39,3.62,8.07,136.8,98.2491826998574,1255.8199462890625,265.29998779296875
2001-06-30,1.0,4.5,177.7,89.8784,5180.1,27.6,394000.0,1636.0,5.28,3.49,7.97,135.5,98.22601437281,1224.3800048828125,270.6000061035156
2001-07-31,1.0,4.6,177.4,89.3028,5210.0,26.45,388000.0,1670.0,5.24,3.51,7.97,133.4,98.1815496090881,1211.22998046875,267.53
2001-08-31,1.0,4.9,177.4,89.2003,5243.8,27.47,395000.0,1567.0,4.97,3.36,7.85,133.4,98.1188267597713,1133.5799560546875,274.3999938964844
2001-09-30,1.0,5.0,178.1,88.7485,5355.1,25.88,517000.0,1562.0,4.73,2.64,8.03,133.3,98.0781479565721,1040.93994140625,292.3999938964844
2001-10-31,1.0,5.3,177.6,88.5052,5343.8,22.21,483000.0,1540.0,4.57,2.16,7.91,130.3,98.1290216437146,1059.780029296875,279.5
2001-11-30,1.0,5.5,177.5,87.97,5387.5,19.67,491000.0,1602.0,4.65,1.87,7.81,129.8,98.2972673253563,1139.449951171875,273.8999938964844
2001-12-31,0.0,5.7,177.4,87.9324,5440.5,19.33,421000.0,1568.0,5.09,1.69,8.05,128.1,98.5618227985108,1148.0799560546875,278.70001220703125
2002-01-31,0.0,5.7,177.7,88.5176,5460.9,19.67,414000.0,1698.0,5.04,1.65,7.87,128.5,98.868289574637,1130.199951171875,282.1000061035156
2002-02-28,0.0,5.7,178.0,88.5278,5490.2,20.74,398000.0,1829.0,4.91,1.72,7.89,128.4,99.1588348948006,1106.72998046875,296.70001220703125
2002-03-31,0.0,5.7,178.5,89.1686,5502.0,24.42,479000.0,1642.0,5.28,1.79,8.11,129.8,99.3771472330294,1147.3900146484375,302.6000061035156
2002-04-30,0.0,5.9,179.3,89.604,5502.1,26.27,414000.0,1592.0,5.21,1.71,8.03,130.8,99.4676543491644,1076.9200439453125,308.8999938964844
2002-05-31,0.0,5.8,179.5,89.964,5528.3,27.02,403000.0,1764.0,5.16,1.73,8.09,130.8,99.4107793584207,1067.1400146484375,326.5
2002-06-30,0.0,5.8,179.6,90.7061,5553.3,25.52,386000.0,1717.0,4.93,1.7,7.95,130.9,99.2152266790151,989.8200073242188,313.5
2002-07-31,0.0,5.8,180.0,90.6769,5596.0,26.94,390000.0,1655.0,4.65,1.68,7.9,131.2,98.9335928591113,911.6199951171876,303.20001220703125
2002-08-31,0.0,5.7,180.5,90.5762,5638.3,28.38,394000.0,1633.0,4.26,1.62,7.58,131.5,98.6328011790505,916.0700073242188,312.3999938964844
2002-09-30,0.0,5.7,180.8,90.6531,5662.3,29.67,409000.0,1804.0,3.87,1.63,7.4,132.3,98.3535879529899,815.280029296875,319.14
2002-10-31,0.0,5.7,181.2,90.4643,5707.1,28.85,409000.0,1648.0,3.94,1.58,7.73,133.2,98.1336990205794,885.760009765625,318.0
2002-11-30,0.0,5.9,181.5,90.9711,5758.1,26.27,377000.0,1753.0,4.05,1.23,7.62,133.1,97.9881673243625,936.3099975585938,316.79998779296875
2002-12-31,0.0,6.0,181.8,90.4652,5779.4,29.42,409000.0,1788.0,4.03,1.19,7.45,132.9,97.8903047219937,879.8200073242188,331.92
2003-01-31,0.0,5.8,182.6,91.2361,5812.1,32.94,407000.0,1853.0,4.05,1.17,7.35,135.3,97.8188091028254,855.7000122070312,368.2999877929688
2003-02-28,0.0,5.9,183.6,91.3445,5848.2,35.87,421000.0,1629.0,3.9,1.17,7.06,137.6,97.7843007852929,841.1500244140625,350.20001220703125
2003-03-31,0.0,5.9,183.9,91.1044,5868.4,33.55,436000.0,1726.0,3.81,1.13,6.95,141.2,97.8190922459015,848.1799926757812,335.8999938964844
2003-04-30,0.0,6.0,183.2,90.5617,5905.5,28.25,444000.0,1643.0,3.96,1.13,6.85,136.8,97.9506725392853,916.9199829101562,339.1000061035156
2003-05-31,0.0,6.1,182.9,90.537,5965.3,28.14,431000.0,1751.0,3.57,1.07,6.38,136.7,98.1734732938059,963.5900268554688,364.5
2003-06-30,0.0,6.3,183.1,90.6527,6002.2,30.72,429000.0,1867.0,3.33,0.92,6.19,138.0,98.4608821351471,974.5,356.352
